"","Herria","Lema","Erantzuna","Erantzuna..fon.","galdera"
"2772","Orio","emakumezko","emákumezkó","emákumeskó","2493"
"2773","Orozko","andrasko","andrrásko","andr̄áśko","2493"
"2774","Orozko","magaldun","magáldun","maɣálðun","2493"
"2775","Otxandio","andra","ándrra","ándr̄a","2493"
"2776","Otxandio","emastegi","emástegi","emáśteɣi","2493"
"2777","Otxandio","emakume","emákume","emákume","2493"
"2778","Otxandio","andrasko","andrrásko","andr̄áśko","2493"
"2779","Pagola","emazte","emázte","emáste","2493"
"2780","Pasaia","andre","andré","andré","2493"
"2781","Pasaia","emakumezko","emákumezkó","emákumeskó","2493"
"2782","Pasaia","emakume","emákumé","emákumé","2493"
"2783","Pasaia","emakomiak","emákomiák","emákomiák","2493"
"2784","Santa Grazi","emazte","emázte","emáste","2493"
"2785","Sara","emazteki","emaztéki","emastéki","2493"
"2786","Senpere","emazte","emázte","emáste","2493"
"2787","Senpere","emazteki","emaztéki","emastéki","2493"
"2788","Sohüta","emazte","emázte","emáste","2493"
"2789","Sondika","enbra","émbrra","émbr̄a","2493"
"2790","Suarbe","makume","makúme","makúme","2493"
"2791","Suarbe","andre","ándre","ándre","2493"
"2792","Sunbilla","andre","andré","andré","2493"
"2793","Sunbilla","emakume","emákumé","emákumé","2493"
"2794","Tolosa","emakume","emákumé","emákumé","2493"
"2795","Uharte Garazi","emazteki","émaztekí","émastekí","2493"
"2796","Uharte Garazi","emazte","émazté","émasté","2493"
"2797","Urdiain","andra","ándrra","ándr̄a","2493"
"2798","Urdiñarbe","emazte","emázte","emáste","2493"
"2799","Urketa","emazte","emázte","emáste","2493"
"2800","Urketa","emazteki","emáztekia","emástekia","2493"
"2801","Urretxu","emakumezko","emákumezkó","emákumeskó","2493"
"2802","Urretxu","emakuma","emákumá","emákumá","2493"
"2803","Ürrüstoi","emazte","emázte","emáste","2493"
"2804","Uztaritze","emaste","emáste","emáśte","2493"
"2805","Zaratamo","andra","ándra","ándra","2493"
"2806","Zaratamo","emakume","emákumé","emákumé","2493"
"2807","Zeanuri","andrasko","andrrásko","andr̄áśko","2493"
"2808","Zeanuri","emakume","emákume","emákume","2493"
"2809","Zeanuri","andra","andrrá","andr̄á","2493"
"2810","Zeberio","andra","ándrra","ándr̄a","2493"
"2811","Zeberio","emakume","emakúme","emakúme","2493"
"2812","Zeberio","andrasko","andrrásko","andr̄áśko","2493"
"2813","Zegama","emakumazko","emákumazkó","emákumaskó","2493"
"2814","Zilbeti","mazteki","maztéki","mastéki","2493"
"2815","Zollo (Arrankudiaga)","andrasko","andrrásko","andr̄áśko","2493"
"2816","Zollo (Arrankudiaga)","andra","ándrra","ándr̄a","2493"
"2817","Zornotza","enbra","embrra","embr̄a","2493"
"2818","Zornotza","enbrasko","émbrrasko","émbr̄aśko","2493"
"2819","Zornotza","andra","andrra","andr̄a","2493"
"2820","Zornotza","andrasko","andrrásko","andr̄áśko","2493"
"2821","Zugarramurdi","emazteki","emáztekiá","emástekiá","2493"
"2822","Zugarramurdi","andre","ándrre","ándr̄e","2493"
"2823","Abaurregaina  / Abaurrea Alta","zar","zárr","sár̄","2494"
"2824","Ahetze","zaar","zaárr","saár̄","2494"
"2825","Ahetze","adineko presuna","adíneko prresúna","aðíneko pr̄eśúna","2494"
"2826","Aia","atton","attón","attón","2494"
"2827","Aia","gizonzar","gízonzárr","ɣísonsár̄","2494"
"2828","Aia","agure","agúre","aɣúre","2494"
"2829","Aldude","gizonzaar","gizónzaárr","gisóŋsaár̄","2494"
"2830","Aldude","senton","sentón","śentón","2494"
"2831","Alkotz","zar","zárrak","sár̄ak","2494"
"2832","Alkotz","gizonzar","gizónzarrá","gisónsar̄á","2494"
"2833","Altzai","gizuntxahar","gízuntxahárr","gísuntʃahár̄","2494"
"2834","Altzürükü","gizonadineko","gizonadinekó","gisonaðinekó","2494"
"2835","Altzürükü","adin handiko gizon","ádin handíko gizóna","áðin handíko ɣisóna","2494"
"2836","Amezketa","gizonzaar","gízonzaárr","gísonsaár̄","2494"
"2837","Amezketa","gizoneraretu","gizóneráretu","gisónɛrárɛtu","2494"
"2838","Andoain","zar","zárr","sár̄","2494"
"2839","Andoain","aure","aúre","aúre","2494"
"2840","Andoain","gizasemezar","gizásemezárr","gisáśemesár̄","2494"
"2841","Andoain","attonazar","attónazarra","attónasar̄a","2494"
"2842","Aniz","zaar","záarr","sáar̄","2494"
"2843","Aniz","attun","áttun","áttun","2494"
"2844","Aramaio","naustu","náustu","náu̯śtu","2494"
"2845","Aramaio","agura","águra","áɣura","2494"
"2846","Aramaio","gisonsar","gísonsarr","ɣíśonśar̄","2494"
"2847","Araotz (Oñati)","gixonsar","gixónsarr","ɣiʃónśar̄","2494"
"2848","Araotz (Oñati)","agura","agúra","aɣúra","2494"
"2849","Arbizu","aitun","aitún","ai̯tún","2494"
"2850","Arboti","gizonphausatia","gízompháusatia","gísompháu̯śatja","2494"
"2851","Arboti","adin handiko gizon","ádin hándiko gizóna","áðin hándiko gisóna","2494"
"2852","Arboti","zahar","zahárra","sahár̄a","2494"
"2853","Arboti","xahar","xahárra","ʃahár̄a","2494"
"2854","Armendaritze","gizontxaar","gízoñtxáarr","gísoɲtʃáar̄","2494"
"2855","Arnegi","gizontxahar","gizóntxahárr","ɣisóntʃahár̄","2494"
"2856","Arnegi","gizonadinetako","gizónadínetako","ɣisónaðínetako","2494"
"2857","Arrangoitze","gizonzaar","gizónzaárr","ɣisónsaár̄","2494"
"2858","Arrangoitze","aure","aúre","aúre","2494"
"2859","Arrasate","sar","sárr","śár̄","2494"
"2860","Arrasate","agure","agúre","aɣúre","2494"
"2861","Arrazola (Atxondo)","aguresar","agúresarr","aɣúreśar̄","2494"
"2862","Arrieta","edadeko","edádeko","eðáðeko","2494"
"2863","Arrieta","agure","agúré","aɣúré","2494"
"2864","Arrieta","sar","sarr","śar̄","2494"
"2865","Arroa (Zestoa)","gizonzar","gízonzárr","gísonsár̄","2494"
"2866","Arroa (Zestoa)","aittona","aittóna","ai̯ttóna","2494"
"2867","Arroa (Zestoa)","agurezar","agúrezárr","aɣúresár̄","2494"
"2868","Arrueta","xahartia","xaharrtia","ʃahar̄tja","2494"
"2869","Arrueta","gizonxahar","gízonxahárr","gísonʃahár̄","2494"
"2870","Asteasu","gizonzar","gízonzárr","gísonsár̄","2494"
"2871","Asteasu","aure","áure","áu̯re","2494"
"2872","Asteasu","atton","attón","attón","2494"
"2873","Ataun","aittona","aittoná","ai̯ttoná","2494"
"2874","Ataun","agure","aguré","aɣuré","2494"
"2875","Ataun","aittonazaar","aittonázaárr","ai̯ttonásaár̄","2494"
"2876","Ataun","personalarri","perrsonalarrí","pɛr̄śonalar̄í","2494"
"2877","Azkaine","xaar","xaárr","ʃaár̄","2494"
"2878","Azkoitia","gizonzar","gizónzarr","ɣisónsar̄","2494"
"2879","Azkoitia","agurezar","agúrezárr","aɣúresár̄","2494"
"2880","Azpeitia","gizonzar","gizónzárr","ɣisónsár̄","2494"
"2881","Azpeitia","agure","agúre","aɣúre","2494"
"2882","Baigorri","xahar","xaharr","ʃahar̄","2494"
"2883","Bakio","gixonsar","gixonsárr","ɣiʃonśár̄","2494"
"2884","Bakio","agure","agúre","aɣúre","2494"
"2885","Bardoze","adineko","adíneko","aðíneko","2494"
"2886","Bardoze","xahar","xahárrak","ʃahár̄ak","2494"
"2887","Barkoxe","gizunadineko","gizunadinéko","gisunaðinéko","2494"
"2888","Barkoxe","gizuntzahar","gizuntzahár","gisuntsahár","2494"
"2889","Bastida","gizontxahar","gizontxaharr","gisontʃahar̄","2494"
"2890","Beasain","gurasozaarra","gurásozaárra","guráśosaár̄a","2494"
"2891","Beasain","agure","agúre","aɣúre","2494"
"2892","Beasain","attonazar","attónazarr","attónasa:r̄","2494"
"2893","Beasain","attonaedadetu","attónaedádetu","attónaɛðáðetu","2494"
"2894","Behorlegi","gizontxaar","gizóntxaarr","gisóntʃaar̄","2494"
"2895","Beizama","edadeko gizon","edádeko gizóná","eðáðeko ɣisóná","2494"
"2896","Beizama","agure","águré","áɣuré","2494"
"2897","Beizama","aittonazar","aittónazarrá","ai̯ttónasar̄á","2494"
"2898","Beizama","aittona","aittóna","ai̯ttóna","2494"
"2899","Bergara","gizonzar","gizonzárr","gisonsár̄","2494"
"2900","Bergara","agurezar","agúrezárr","aɣúresár̄","2494"
"2901","Bermeo","agure","aguré","aɣuré","2494"
"2902","Berriz","edadeko","edádeko","eðáðeko","2494"
"2903","Berriz","gixonsar","gixónsarr","ɣiʃónśar̄","2494"
"2904","Berriz","sar","sarr","śar̄","2494"
"2905","Berriz","aguresar","agúresárr","aɣúreśár̄","2494"
"2906","Beruete","aorazar","aórazárr","aórasár̄","2494"
"2907","Beruete","attun","attún","attún","2494"
"2908","Beskoitze","gizontxahar","gizontxahárr","ɣisontʃahár̄","2494"
"2909","Beskoitze","adineko gizon","adíneko gizón","aðíneko ɣisón","2494"
"2910","Bidarrai","gizonxahar","gizónxahárr","ɣisónʃahár̄","2494"
"2911","Bolibar","gisonsar","gisónsarr","giśónśar̄","2494"
"2912","Bolibar","aguresar","agúresárr","aɣúreśár̄","2494"
"2913","Busturia","sar","sárr","śár̄","2494"
"2914","Busturia","agure","agúre","aɣúre","2494"
"2915","Deba","gisonsar","gisónsárr","giśónśár̄","2494"
"2916","Deba","agure","agúre","aɣúre","2494"
"2917","Dima","sar","sarr","śar̄","2494"
"2918","Dima","agure","agúre","aɣúre","2494"
"2919","Domintxaine","xahar","xahár","ʃahár","2494"
"2920","Donamaria","gizasmezar","gizásmezárr","gisáśmesár̄","2494"
"2921","Donamaria","attun","attun","attun","2494"
"2922","Donibane Lohizune","gizonxar","gizonxárr","ɣisonʃáR","2494"
"2923","Donibane Lohizune","adineko","adíneko","aðíneko","2494"
"2924","Donostia","agure","agúre","aɣúre","2494"
"2925","Donostia","zar","zarr","sar̄","2494"
"2926","Donostia","atton","attón","attón","2494"
"2927","Donostia","gizonzar","gizónzárra","gisónsár̄a","2494"
"2928","Dorrao / Torrano","gizonzar","gizonzárr","ɣisonsár̄","2494"
"2929","Eibar","eraretu","eráretu","eráretu","2494"
"2930","Eibar","gisonsar","gísonsár","ɣíśonźár","2494"
"2931","Elantxobe","sar","sárr","śár̄","2494"
"2932","Elantxobe","agura","agúra","aɣúra","2494"
"2933","Elduain","atton","átton","átton","2494"
"2934","Elduain","zar","zárrá","sár̄á","2494"
"2935","Elduain","zar","zárr","sá:r̄","2494"
"2936","Elduain","edadetu","edádetu","eðáðetu","2494"
"2937","Elgoibar","gisonedadetu","gisónedádetu","ɣiśóneðáðetu","2494"
"2938","Elgoibar","gisonsaar","gisónsaárr","ɣiśónśaár̄","2494"
"2939","Elorrio","aguresar","agúresarr","aɣúreśar̄","2494"
"2940","Erratzu","zaar","zaárr","saár̄","2494"
"2941","Erratzu","gizonzaar","gízonzaarr","gísonsaar̄","2494"
"2942","Errezil","gizonzar","gizónzárr","gisónsár̄","2494"
"2943","Errezil","agure","aguré","aɣuré","2494"
"2944","Errezil","aittona","aittoná","ai̯ttoná","2494"
"2945","Errezil","edadetutako","edádetutakók","eðáðetutakók","2494"
"2946","Errigoiti","sar","sarr","śar̄","2494"
"2947","Errigoiti","aguresar","agurésarr","aɣuréśar̄","2494"
"2948","Eskiula","egintia","egíntia","eɣíntia","2494"
"2949","Eskiula","adineko","ádinekuá","áðinekuá","2494"
"2950","Eskiula","xahar","xáhar","ʃáhar","2494"
"2951","Etxalar","gizonadintuku","gizónadíntuku","gisónaðíntuku","2494"
"2952","Etxalar","attunzar","attúnzarr","attúnsar̄","2494"
"2953","Etxalar","gizonzar","gizónzárr","gisónsár̄","2494"
"2954","Etxalar","agure","agúre","aɣúre","2494"
"2955","Etxaleku","attun","attún","attún","2494"
"2956","Etxaleku","gizonzar","gizónzárr","gisónsár̄","2494"
"2957","Etxarri (Larraun)","gizontzar","gízontzárr","ɣísontsár̄","2494"
"2958","Etxarri (Larraun)","attun","attún","attún","2494"
"2959","Etxebarri","sar","sárr","śár̄","2494"
"2960","Etxebarri","aguresar","agúresarr","aɣúreśar̄","2494"
"2961","Etxebarria","gisonsar","gisónSZárr","giśóns̟ár̄","2494"
"2962","Etxebarria","aguresar","agúresárr","aɣúreśár̄","2494"
"2963","Eugi","gizonaadinetako","gizónaadínetakoá","gisónaaðínetakoá","2494"
"2964","Eugi","gizonzar","gizónzárra","gisónsár̄a","2494"
"2965","Eugi","adinetako","adínetakoá","aðínetakoá","2494"
"2966","Ezkio-Itsaso","aittonzar","áittonzárr","ái̯ttonsá:r̄","2494"
"2967","Ezkio-Itsaso","gizonzar","gízonzárr","ɣísonsá:r̄","2494"
"2968","Ezkio-Itsaso","aittonzaar","áittonzáarrák","ái̯ttonsáar̄ák","2494"
"2969","Ezkurra","gizonzar","gizónzárr","gisónsár̄","2494"
"2970","Ezkurra","attun","attún","attún","2494"
"2971","Ezkurra","aure","auré","au̯ré","2494"
"2972","Ezterenzubi","aitatxizahar","aitátxizahárr","ai̯tátʃisahár̄","2494"
"2973","Ezterenzubi","gizontzahar","gizontzahárr","gisontsahár̄","2494"
"2974","Gaintza","attun","attún","attún","2494"
"2975","Gaintza","edadetu","edádetú","eðáðetú","2494"
"2976","Gamarte","gizontxahar","gízontxahárr","gísontʃahár̄","2494"
"2977","Gamiz-Fika","gixonsar","gixónsarr","giʃónśar̄","2494"
"2978","Gamiz-Fika","agure","aguré","aɣuré","2494"
"2979","Garrüze","gizonadintako","gizonadintáko","gisonaðintáko","2494"
"2980","Garrüze","gizontxaar","gizóñtxáar","gisóɲtʃáar","2494"
"2981","Getaria","gisonsar","gísonSZárr","ɣíśons̟ár̄","2494"
"2982","Getaria","agure","agúré","aɣúré","2494"
"2983","Getaria","aitona","aitóná","ai̯tóná","2494"
"2984","Getxo","gixonsar","gixónsarr","giʃónśar̄","2494"
"2985","Getxo","aguresar","agurésarr","aɣuréśar̄","2494"
"2986","Gizaburuaga","sar","sárr","śár̄","2494"
"2987","Gizaburuaga","agure","agúre","aɣúre","2494"
"2988","Goizueta","zar","zárr","sá:r̄","2494"
"2989","Goizueta","aurezar","aúrezarrá","aúresar̄á","2494"
"2990","Hazparne","gizonxahar","gízonxáharr","ɣísonʃáhar̄","2494"
"2991","Hazparne","senton","sénton","śénton","2494"
"2992","Hendaia","gizonxaar","gizónxaárr","gisónʃaáR","2494"
"2993","Hernani","gizasemezaar","gizásemezaárr","gisáśemesaár̄","2494"
"2994","Hernani","agure","aguré","aɣuré","2494"
"2995","Hernani","attonzar","áttonzárr","áttonsár̄","2494"
"2996","Hondarribia","attona","attóna","attóna","2494"
"2997","Hondarribia","agure","agúre","aɣúre","2494"
"2998","Ibarruri (Muxika)","gixonsar","gixónsarr","ɣiʃónśar̄","2494"
"2999","Ibarruri (Muxika)","agure","agúre","aɣúre","2494"
"3000","Igoa","gizonzar","gízonzárr","gísonsár̄","2494"
"3001","Igoa","attun","attún","attún","2494"
"3002","Ikaztegieta","gizonzar","gízonzarr","ɣísonsar̄","2494"
"3003","Ikaztegieta","agure","agúre","aɣúre","2494"
"3004","Ikaztegieta","atton","attón","attón","2494"
"3005","Irisarri","gizontxahar","gízontxáharr","gísontʃáhar̄","2494"
"3006","Irisarri","atxun","atxún","atʃún","2494"
"3007","Itsasu","zaar","zaárr","saár̄","2494"
"3008","Izturitze","xahar","xahárr","ʃahár̄","2494"
"3009","Izturitze","gizontxahar","gizontxahárr","gisontʃahár̄","2494"
"3010","Jaurrieta","gizonzartu","gizónzarrtú","ɣisónsa:r̄tú","2494"
"3011","Jaurrieta","aitso","áitsó","ái̯tśó","2494"
"3012","Jaurrieta","gizonzar","gizónzárr","gisónsár̄","2494"
"3013","Jutsi","xahar","xaharr","ʃahar̄","2494"
"3014","Jutsi","adinetako","adinetako","aðinetako","2494"
"3015","Kortezubi","aguresar","aguresárr","aɣureśár̄","2494"
"3016","Landibarre","gizonxaar","gizónxaar","gisónʃaar","2494"
"3017","Larrabetzu","gixonsar","gixónsarr","giʃónśar̄","2494"
"3018","Larrabetzu","agure","águre","áɣure","2494"
"3019","Larraine","zahar","zahár","sahár","2494"
"3020","Larraine","adineko !ente","ádineko ¡enté","áðineko ʒenté","2494"
"3021","Larzabale","adindun","adíndun","aðíndun","2494"
"3022","Larzabale","adinetako","adinetáko","aðinetáko","2494"
"3023","Larzabale","zahar","zaharr","sahar̄","2494"
"3024","Larzabale","xahar","xaharr","ʃahar̄","2494"
"3025","Larzabale","adinetako gizon","adínetako gizón","aðínetako ɣisón","2494"
"3026","Lasarte-Oria","gizasemezar","gizásemezárr","gisáśemesár̄","2494"
"3027","Lasarte-Oria","agure","águré","áɣuré","2494"
"3028","Lasarte-Oria","aiton","áitón","ái̯tón","2494"
"3029","Laukiz","sar","sárr","śár̄","2494"
"3030","Laukiz","agure","agúre","aɣúre","2494"
"3031","Legazpi","agura","agura","aɣura","2494"
"3032","Legazpi","attona","attona","attona","2494"
"3033","Leintz Gatzaga","edadetu","edádetu","eðáðetu","2494"
"3034","Leintz Gatzaga","agura","agúra","aɣúra","2494"
"3035","Leintz Gatzaga","sar","sárr","śár̄","2494"
"3036","Leintz Gatzaga","aitton","aittón","ai̯ttón","2494"
"3037","Leioa","agure","aguré","aɣuré","2494"
"3038","Leitza","zar","zárr","sá:r̄","2494"
"3039","Leitza","attuna","attuná","attuná","2494"
"3040","Leitza","edadeko gizon","edádeko gízom","eðáðeko: ɣísom","2494"
"3041","Leitza","agure","aguré","aɣurɛ́","2494"
"3042","Lekaroz","zaar","zaárr","saár̄","2494"
"3043","Lekaroz","aitunzaar","aitúnzaárr","ai̯túnsaár̄","2494"
"3044","Lekeitio","agura","agúra","aɣúra","2494"
"3045","Lemoa","sar","sarr","śa:r̄","2494"
"3046","Lemoa","agure","agúre","aɣúre","2494"
"3047","Lemoiz","gisonsar","gisónsarr","ɣiśónśar̄","2494"
"3048","Lemoiz","agure","aguré","aɣuré","2494"
"3049","Luzaide / Valcarlos","gizonxahar","gizónxahárr","gisónʃahár̄","2494"
"3050","Makea","adinetako gizon","adínetáko gízon","aðínetáko gíson","2494"
"3051","Makea","gizontxaar","gízontxáarr","gísontʃáar̄","2494"
"3052","Mañaria","gixonsar","gixónsarr","ɣiʃónśar̄","2494"
"3053","Mañaria","aguresar","agurésarr","aɣuréśar̄","2494"
"3054","Mendaro","agure","agúre","aɣúre","2494"
"3055","Mendaro","gisonsar","gisónsárr","giśónśár̄","2494"
"3056","Mendata","gixonsar","gixonsárr","ɣiʃonśár̄","2494"
"3057","Mendata","agure","agúre","aɣúre","2494"
"3058","Mezkiritz","aitatxi","aitátxi","ai̯tátʃi","2494"
